TOXCODE,toxic,lars,lcad,lchr,lcop,llead,lmerc,lnick,lsilv,lzinc,lacen,lacpt,lanth,lbaa,lban,lbap,lchry,lflan,lflen,lmeth,lnapt,lphen,lpyre
T,1,1.916922612,-0.105360516,3.871201011,4.248495242,2.708050201,-2.120263536,3.828641396,-1.067113622,4.477336814,1.504077397,1.504077397,1.504077397,1.504077397,1.504077397,1.504077397,1.504077397,5.298317367,1.504077397,,1.504077397,5.913503006,5.298317367
T,1,2.197224577,1.280933845,4.532599493,5.323009979,4.882801923,0.322083499,3.784189634,1.30833282,5.799092654,4.605170186,4.605170186,4.605170186,4.605170186,5.991464547,5.857933154,4.605170186,5.298317367,4.605170186,,4.605170186,5.010635294,6.363028104
T,1,4.204692619,0.09531018,4.369447852,6.693323668,5.451038454,0.246860078,3.663561646,0.832909123,6.771935556,4.605170186,4.605170186,6.363028104,6.907755279,5.991464547,7.003065459,6.907755279,7.170119543,4.605170186,,4.605170186,7.090076836,7.495541944
T,1,2.63905733,-0.105360516,4.262679877,5.442417711,5.017279837,0.19062036,3.80666249,0.828551818,5.739792912,4.605170186,4.605170186,4.605170186,5.940171253,5.991464547,5.886104031,5.828945618,6.194405391,4.605170186,,4.605170186,4.605170186,6.345636361
T,1,2.63905733,0.182321557,4.17438727,5.700443573,5.164785974,0.451075619,3.761200116,0.841567186,5.605802066,4.605170186,4.605170186,4.605170186,6.194405391,5.991464547,6.173786104,6.234410726,6.476972363,4.605170186,,4.605170186,6.253828812,6.907755279
T,1,3.663561646,0.587786665,4.859812404,5.480638923,5.267858159,-0.356674944,3.761200116,0.254642218,5.793013608,3.912023005,3.912023005,3.912023005,5.857933154,5.521460918,5.940171253,5.913503006,6.253828812,3.912023005,,3.912023005,7.090076836,6.429719478
T,1,2.708050201,0.182321557,4.290459441,5.135798437,4.875197323,-0.328504067,3.663561646,0.444685821,5.424950017,2.995732274,2.995732274,5.298317367,6.309918278,4.605170186,5.393627546,6.109247583,6.461468176,2.995732274,,4.043051268,6.234410726,6.522092798
T,1,3.218875825,0.832909123,4.382026635,5.680172609,5.886104031,0.727548607,3.80666249,0.3074847,5.837730447,3.912023005,3.912023005,3.912023005,5.438079309,5.521460918,4.828313737,5.247024072,5.298317367,3.912023005,,3.912023005,4.700480366,5.799092654
T,1,2.63905733,0.693147181,4.454347296,5.288267031,5.093750201,0.494696242,3.784189634,0.982078472,5.459585514,6.396929655,3.912023005,3.912023005,7.549609165,5.521460918,7.003065459,7.60090246,8.556413905,6.887552572,,7.090076836,9.093806556,8.764053269
T,1,1.504077397,-1.966112856,3.465735903,3.496507561,1.609437912,-2.525728644,3.005682604,-2.26336438,4.304065093,2.995732274,2.995732274,2.995732274,2.995732274,4.605170186,3.912023005,2.995732274,4.33073334,2.995732274,,2.995732274,5.135798437,4.477336814
T,1,2.079441542,-1.560647748,3.761200116,3.688879454,1.609437912,-2.617295838,3.314186005,-2.040220829,4.317488114,2.995732274,2.995732274,2.995732274,2.995732274,4.605170186,3.912023005,2.995732274,4.574710979,2.995732274,,2.995732274,2.995732274,4.787491743
T,1,1.526056303,-1.771956842,3.555348061,3.496507561,1.791759469,-2.673648774,2.980618636,-2.225624052,4.33073334,2.995732274,2.995732274,2.995732274,2.995732274,4.605170186,3.912023005,2.995732274,4.219507705,2.995732274,,2.995732274,2.995732274,2.995732274
T,1,1.704748092,-1.966112856,3.688879454,3.688879454,1.791759469,-2.764620553,3.08190997,-2.137070655,4.394449155,2.995732274,2.995732274,2.995732274,2.995732274,4.605170186,3.912023005,2.995732274,2.995732274,2.995732274,,2.995732274,2.995732274,2.995732274
F,0,1.722766598,-0.105360516,4.094344562,3.761200116,1.916922612,-3.194183212,3.610917913,-2.234926445,4.33073334,3.912023005,3.912023005,3.912023005,3.912023005,5.521460918,4.828313737,3.912023005,3.912023005,3.912023005,,3.912023005,3.912023005,3.912023005
F,0,1.987874348,-0.105360516,4.204692619,3.871201011,2.197224577,-2.688247574,3.713572067,-1.48722028,4.477336814,3.912023005,3.912023005,3.912023005,3.912023005,5.521460918,4.828313737,3.912023005,3.912023005,3.912023005,,3.912023005,3.912023005,3.912023005
F,0,1.931521412,0.09531018,4.189654742,3.871201011,2.140066163,-2.813410717,3.663561646,-1.500583508,4.442651256,3.912023005,3.912023005,3.912023005,3.912023005,5.521460918,4.828313737,3.912023005,3.912023005,3.912023005,,3.912023005,3.912023005,3.912023005
T,1,1.931521412,-0.105360516,4.17438727,3.784189634,2.197224577,-2.900422094,3.63758616,-1.609437912,4.418840608,3.912023005,3.912023005,3.912023005,3.912023005,5.521460918,4.828313737,3.912023005,3.912023005,3.912023005,,3.912023005,3.912023005,3.912023005
F,0,,-1.714798428,,,,-3.649658741,,-3.244193633,,1.791759469,1.098612289,2.197224577,2.772588722,1.945910149,2.63905733,3.044522438,3.610917913,1.609437912,1.386294361,2.564949357,2.772588722,3.465735903
F,0,,-2.453407983,,,,-3.146555163,,-3.270169119,,1.098612289,1.791759469,1.791759469,2.564949357,1.945910149,2.564949357,2.944438979,3.555348061,1.609437912,1.791759469,1.609437912,2.63905733,3.36729583
F,0,,-1.966112856,,,,-3.015934981,,-2.659260037,,2.197224577,2.708050201,2.708050201,3.135494216,1.609437912,2.833213344,3.465735903,4.317488114,2.708050201,2.833213344,4.158883083,4.060443011,4.127134385
T,1,,1.530394705,,,,-1.5847453,,-0.693147181,,5.247024072,4.605170186,5.347107531,5.075173815,3.401197382,4.941642423,5.634789603,6.646390515,5.634789603,5.075173815,6.327936784,6.086774727,6.413458957
T,1,,0.985816795,,,,-1.007857925,,-0.84397007,,8.101677747,6.429719478,6.536691598,6.697034248,5.075173815,6.040254711,7.090076836,7.740664402,7.740664402,8.517193191,9.210340372,8.999619341,7.740664402
T,1,,0.343589704,,,,-1.187443502,,-0.342490309,,7.377758908,5.669880923,6.733401892,6.109247583,3.526360525,5.192956851,6.606650186,7.377758908,7.090076836,8.974618038,9.852194258,7.377758908,7.170119543
T,1,,1.004301609,,,,-0.763569645,,-0.248461359,,5.768320996,5.768320996,6.70930434,6.429719478,3.784189634,5.669880923,7.43838353,7.313220387,6.086774727,1.609437912,7.696212639,7.003065459,7.170119543
T,1,,-1.609437912,,,,-2.780620894,,-3.506557897,,4.605170186,3.401197382,4.510859507,4.48863637,3.091042453,4.317488114,4.86753445,5.560681631,4.290459441,5.736572297,6.877296071,5.135798437,5.393627546
F,0,,-2.617295838,,,,-5.11599581,,-2.764620553,,2.079441542,1.386294361,2.397895273,2.397895273,1.609437912,2.197224577,2.708050201,3.583518938,1.609437912,4.787491743,4.941642423,3.295836866,3.526360525
F,0,,-2.813410717,,,,-4.268697949,,-3.540459449,,1.945910149,1.609437912,1.386294361,1.609437912,1.609437912,1.386294361,1.945910149,2.63905733,1.609437912,1.609437912,4.204692619,2.564949357,2.772588722
T,1,,-3.218875825,,,,-3.649658741,,-3.649658741,,1.609437912,1.609437912,1.098612289,1.386294361,1.609437912,1.386294361,1.791759469,2.397895273,1.609437912,1.609437912,4.532599493,2.397895273,2.564949357
T,1,,-3.057607677,,,,-4.135166557,,-3.411247718,,1.609437912,1.791759469,2.079441542,2.397895273,1.609437912,1.945910149,2.564949357,3.688879454,1.609437912,4.317488114,5.075173815,3.135494216,3.80666249
T,1,,-2.207274913,,,,-4.017383521,,-3.194183212,,2.079441542,2.079441542,3.258096538,3.555348061,1.791759469,3.583518938,3.970291914,4.33073334,1.609437912,1.791759469,3.135494216,3.970291914,4.48863637
F,0,,-1.966112856,,,,-3.729701449,,-3.244193633,,4.700480366,3.433987204,5.828945618,5.736572297,3.583518938,5.298317367,6.194405391,6.413458957,4.941642423,4.382026635,4.532599493,6.086774727,6.214608098
F,0,,-2.47693848,,,,-4.268697949,,-3.575550769,,1.609437912,1.609437912,1.098612289,1.945910149,1.609437912,1.791759469,2.079441542,2.772588722,1.609437912,1.609437912,0.405465108,2.397895273,2.772588722
F,0,,-2.688247574,,,,-4.017383521,,-3.381394754,,1.609437912,1.609437912,1.386294361,1.945910149,1.609437912,1.609437912,2.890371758,1.609437912,1.609437912,1.609437912,1.098612289,2.302585093,2.63905733
F,0,,-1.966112856,,,,-4.135166557,,-3.729701449,,2.772588722,1.609437912,3.36729583,3.737669618,2.302585093,3.258096538,4.394449155,5.828945618,3.610917913,1.609437912,1.609437912,5.886104031,5.438079309
F,0,,-2.364460497,,,,-4.422848629,,-3.575550769,,1.609437912,1.609437912,1.609437912,1.386294361,1.609437912,1.386294361,1.945910149,2.772588722,1.609437912,1.609437912,1.386294361,2.397895273,1.609437912
T,1,,-0.755022584,,,,-2.128631786,,-1.771956842,,3.80666249,4.553876892,4.007333185,3.737669618,1.609437912,3.688879454,4.025351691,5.135798437,3.80666249,4.382026635,6.01615716,5.135798437,5.135798437
T,1,,-2.659260037,,,,-2.847312268,,-3.611918413,,1.609437912,1.609437912,0,1.098612289,1.609437912,0,1.386294361,1.609437912,1.609437912,1.098612289,0.405465108,1.609437912,1.945910149
T,1,,-2.501036032,,,,-3.352407217,,-3.912023005,,1.609437912,1.609437912,0.693147181,1.098612289,0.693147181,1.098612289,1.609437912,1.945910149,1.609437912,0.693147181,0.405465108,1.945910149,1.791759469
F,0,,-3.057607677,,,,-3.540459449,,-3.611918413,,1.609437912,0,0,0.693147181,1.609437912,0,1.386294361,1.609437912,1.609437912,1.609437912,1.609437912,1.386294361,1.609437912
F,0,,-2.718100537,,,,-4.268697949,,-4.342805922,,1.609437912,1.609437912,1.609437912,0,1.609437912,1.609437912,0,1.098612289,1.609437912,1.609437912,0.405465108,1.098612289,1.098612289
F,0,,-2.70306266,,,,-3.296837366,,-4.135166557,,0.693147181,1.609437912,1.609437912,1.386294361,1.609437912,1.386294361,1.791759469,2.302585093,1.609437912,1.609437912,2.397895273,1.609437912,1.609437912
F,0,,-2.488914671,,,,-3.101092789,,-3.816712826,,0.693147181,0.693147181,1.609437912,1.386294361,1.609437912,1.609437912,1.609437912,2.397895273,1.609437912,1.791759469,2.63905733,1.609437912,1.609437912
T,1,,-1.237874356,,,,-2.253794929,,-1.897119985,,3.465735903,3.401197382,4.094344562,4.219507705,2.302585093,3.891820298,4.787491743,5.480638923,1.609437912,3.970291914,5.010635294,4.941642423,5.347107531
F,0,,-1.427116356,,,,-2.847312268,,-2.645075402,,2.995732274,3.091042453,3.970291914,4.189654742,1.609437912,3.713572067,4.521788577,5.247024072,3.465735903,3.583518938,4.442651256,4.700480366,5.298317367
F,0,,-2.882403588,,,,-3.729701449,,-3.244193633,,1.609437912,1.098612289,2.302585093,3.17805383,1.609437912,2.48490665,3.135494216,4.234106505,1.609437912,1.609437912,2.63905733,3.401197382,4.025351691
F,0,,-2.120263536,,,,-2.864704011,,-2.577021939,,1.609437912,2.833213344,3.36729583,2.833213344,2.302585093,2.944438979,3.465735903,4.219507705,1.609437912,3.044522438,4.49980967,4.025351691,4.276666119
T,1,2.48490665,-0.776528789,,4.17438727,4.442651256,-2.207274913,3.713572067,-0.776528789,4.700480366,2.197224577,2.995732274,3.988984047,4.418840608,2.197224577,4.110873864,4.859812404,4.919980926,2.197224577,2.197224577,2.197224577,3.951243719,5.313205979
F,0,2.63905733,-0.776528789,,4.158883083,4.394449155,-2.312635429,3.737669618,-0.776528789,4.605170186,2.197224577,2.197224577,3.610917913,4.248495242,2.197224577,4.110873864,4.682131227,4.574710979,2.197224577,2.197224577,2.197224577,3.784189634,5.204006687
T,1,2.128231706,-0.776528789,,3.663561646,4.317488114,-1.897119985,3.526360525,-0.776528789,4.234106505,2.197224577,2.140066163,3.401197382,4.025351691,2.197224577,3.610917913,4.158883083,5.036952602,2.197224577,2.197224577,3.135494216,4.025351691,4.934473933
T,1,2.261763098,-0.776528789,,3.610917913,4.369447852,-2.673648774,3.526360525,-0.776528789,4.17438727,2.140066163,3.091042453,4.025351691,4.753590191,2.197224577,4.290459441,5.135798437,5.036952602,3.135494216,2.197224577,3.465735903,4.343805422,5.780743516
T,1,2.48490665,-0.776528789,,4.025351691,4.356708827,-2.364460497,3.784189634,-0.776528789,4.510859507,2.944438979,2.944438979,3.828641396,4.290459441,2.197224577,3.951243719,4.727387819,4.727387819,2.140066163,2.197224577,2.197224577,4.127134385,4.795790546
T,1,2.48490665,-0.776528789,,3.988984047,4.406719247,-2.396895772,3.688879454,-0.776528789,4.454347296,2.197224577,2.995732274,3.555348061,4.369447852,2.197224577,4.043051268,4.820281566,4.890349128,2.197224577,2.197224577,2.197224577,3.951243719,4.859812404
T,1,1.902107526,0.955511445,3.871201011,2.890371758,3.17805383,-1.966112856,3.401197382,0.262364264,4.158883083,4.605170186,4.605170186,4.17438727,5.416100402,4.17438727,5.828945618,5.814130532,5.752572639,4.605170186,4.605170186,4.65396035,5.075173815,5.370638028
F,0,1.280933845,1.029619417,3.713572067,1.481604541,2.397895273,-2.302585093,3.36729583,-0.891598119,4.007333185,4.605170186,4.605170186,4.17438727,5.416100402,4.17438727,5.828945618,5.814130532,5.752572639,4.605170186,4.605170186,4.65396035,5.075173815,5.370638028
T,1,1.871802177,1.435084525,4.276666119,3.218875825,3.258096538,-0.083381609,4.219507705,0.09531018,4.304065093,4.605170186,4.605170186,4.17438727,5.416100402,4.17438727,5.828945618,5.814130532,5.752572639,4.605170186,4.605170186,4.65396035,5.075173815,5.370638028
T,1,1.223775432,1.252762968,4.007333185,2.63905733,2.708050201,-2.407945609,4.060443011,-1.272965676,4.077537444,4.605170186,4.605170186,4.17438727,5.416100402,4.17438727,5.828945618,5.814130532,5.752572639,4.605170186,4.605170186,4.65396035,5.075173815,5.370638028
T,1,0.916290732,1.30833282,3.737669618,2.708050201,2.833213344,-2.207274913,3.891820298,-1.049822124,4.127134385,4.605170186,4.605170186,4.17438727,5.416100402,4.17438727,5.828945618,5.814130532,5.752572639,4.605170186,4.605170186,4.65396035,5.075173815,5.370638028
T,1,2.397895273,1.335001067,4.248495242,3.688879454,3.295836866,-1.771956842,4.290459441,-0.544727175,4.465908119,4.605170186,4.605170186,4.17438727,5.416100402,4.17438727,5.828945618,5.814130532,5.752572639,4.605170186,4.605170186,4.65396035,5.075173815,5.370638028
T,1,0.792992516,-0.755022584,,2.965273066,2.890371758,-2.813410717,3.295836866,-1.509592577,3.990834186,1.791759469,1.791759469,2.197224577,3.258096538,1.791759469,3.091042453,3.555348061,4.007333185,1.791759469,1.791759469,1.791759469,3.295836866,3.784189634
T,1,2.246014742,-0.727738625,,3.552486829,2.48490665,-2.995732274,4.33073334,-1.838851077,4.231203745,1.791759469,1.791759469,1.791759469,1.791759469,1.791759469,1.791759469,1.791759469,2.079441542,1.791759469,1.791759469,1.791759469,1.791759469,1.609437912
F,0,2.210469804,0.139761942,,3.666122467,2.944438979,-2.995732274,3.737669618,-1.207311706,4.287715955,2.079441542,2.079441542,4.356708827,5.075173815,4.234106505,4.941642423,5.669880923,5.247024072,2.079441542,2.079441542,2.079441542,4.787491743,5.393627546
T,1,2.815408719,0.086177696,,3.862832761,3.17805383,-2.659260037,3.258096538,-1.491654877,4.464758032,3.091042453,3.555348061,5.521460918,6.309918278,5.480638923,6.363028104,6.856461985,6.907755279,4.158883083,1.945910149,2.397895273,6.476972363,7.090076836
F,0,2.753660712,-0.733969175,,3.788724789,3.295836866,-2.302585093,3.465735903,-1.187443502,4.429625613,2.772588722,3.526360525,4.86753445,5.828945618,5.010635294,6.040254711,6.214608098,6.214608098,4.007333185,2.397895273,3.258096538,5.736572297,6.56526497
T,1,1.568615918,-0.776528789,,3.549617387,3.218875825,-2.813410717,3.36729583,-1.760260802,4.557029811,3.737669618,3.258096538,4.941642423,5.966146739,5.010635294,5.940171253,6.234410726,6.551080335,3.970291914,2.397895273,2.564949357,5.966146739,6.697034248
F,0,1.930071085,-0.733969175,,2.778819272,2.772588722,-2.995732274,3.091042453,-1.62964062,3.871201011,2.014903021,2.014903021,3.63758616,4.430816799,2.772588722,4.143134726,5.438079309,5.966146739,1.791759469,2.014903021,2.014903021,4.454347296,5.669880923
T,1,1.252762968,-1.26940061,,3.265759411,2.564949357,-3.218875825,3.401197382,-2.292634762,3.848017675,1.871802177,1.871802177,1.871802177,3.401197382,1.871802177,2.833213344,3.80666249,4.394449155,1.871802177,1.871802177,1.871802177,2.772588722,4.158883083
T,1,1.150572028,-0.385662481,,2.778819272,2.48490665,-2.813410717,2.995732274,-2.343407088,3.640214282,1.871802177,1.871802177,3.135494216,3.828641396,3.401197382,4.356708827,4.700480366,4.343805422,1.871802177,1.871802177,1.871802177,3.784189634,4.700480366
T,1,1.793424749,0.270027137,4.204692619,2.839078464,0.832909123,-4.828313737,3.126760536,-1.771956842,4.043051268,0,2.079441542,1.098612289,1.098612289,-0.916290732,1.791759469,1.609437912,3.135494216,-0.693147181,1.609437912,4.127134385,3.044522438,3.433987204
T,1,1.711994501,0.418710335,4.411585437,3.693866996,2.58021683,-2.44184716,3.370738174,-1.897119985,4.204692619,0.693147181,2.564949357,3.044522438,3.33220451,0,3.583518938,3.583518938,4.941642423,2.079441542,2.197224577,4.86753445,4.605170186,5.347107531
T,1,2.157559321,0.783901544,4.342505877,4.157319361,3.131136911,-2.120263536,3.505557397,-1.427116356,4.574710979,2.708050201,3.465735903,3.871201011,4.86753445,1.386294361,4.700480366,4.941642423,6.01615716,2.833213344,3.135494216,5.192956851,5.192956851,6.633318433
T,1,1.587192303,-0.030459207,3.61361697,2.923161581,1.029619417,-4.828313737,3.135494216,-2.040220829,3.912023005,0,1.945910149,1.098612289,0,-0.798507696,1.386294361,1.098612289,2.772588722,-0.693147181,0.693147181,2.890371758,3.218875825,2.890371758
T,1,1.935859813,0.198850859,4.317488114,3.404525172,1.808288771,-4.828313737,3.198673118,-1.771956842,4.043051268,1.098612289,1.791759469,1.791759469,2.079441542,2.397895273,2.302585093,2.48490665,3.555348061,1.386294361,1.945910149,3.688879454,3.258096538,3.828641396
T,1,1.383791231,0.254642218,4.272490748,3.523415014,1.931521412,-2.120263536,3.36729583,-1.514127733,4.127134385,1.609437912,2.302585093,2.397895273,2.564949357,1.609437912,2.708050201,2.944438979,4.234106505,1.791759469,2.197224577,4.143134726,3.761200116,4.465908119
T,1,1.348073148,0.246860078,4.272490748,2.862200881,1.064710737,-2.3227878,3.086486637,-2.120263536,3.784189634,0.693147181,1.609437912,1.098612289,1.386294361,0.693147181,1.609437912,2.079441542,3.295836866,0.693147181,1.386294361,3.465735903,2.833213344,3.496507561
T,1,1.932969638,0.559615788,4.373238129,3.943521672,2.923161581,-2.302585093,3.660994251,-1.427116356,4.442651256,2.079441542,3.258096538,3.17805383,3.555348061,0,3.610917913,3.850147602,5.135798437,2.197224577,2.63905733,5.192956851,4.787491743,5.438079309
T,1,1.313723668,0.285178942,3.80666249,2.839078464,1.648658626,-4.828313737,2.862200881,-2.47693848,3.688879454,-0.693147181,-0.693147181,1.098612289,2.197224577,0,2.079441542,2.772588722,3.496507561,-0.693147181,0.693147181,3.465735903,3.091042453,3.63758616
T,1,1.733423892,0.482426149,4.527208645,3.335769576,2.617395833,-4.828313737,3.269568939,-2.419118909,4.094344562,1.791759469,3.17805383,2.944438979,3.135494216,-0.693147181,3.17805383,3.33220451,5.010635294,1.945910149,2.944438979,5.438079309,4.700480366,5.192956851
T,1,2.302585093,0.947789399,4.56017282,4.634728988,3.511545439,-0.994252273,3.686376324,-0.385662481,4.859812404,2.079441542,2.302585093,3.583518938,4.248495242,0,4.510859507,4.543294782,5.298317367,1.791759469,2.890371758,4.86753445,4.787491743,5.768320996
F,0,0.09531018,-1.049822124,,2.833213344,3.36729583,0.019802627,3.465735903,-1.237874356,4.276666119,2.302585093,2.302585093,,3.555348061,2.302585093,4.356708827,3.931825633,3.555348061,2.302585093,2.302585093,2.302585093,3.713572067,3.931825633
T,1,3.218875825,0.182321557,,5.010635294,5.298317367,-0.235722334,4.465908119,-0.094310679,5.703782475,2.442347035,2.442347035,2.442347035,5.135798437,2.944438979,5.298317367,5.192956851,5.598421959,2.442347035,2.442347035,2.442347035,5.075173815,6.445719819
T,1,0.438254931,0.530628251,,5.135798437,5.347107531,0.536493371,4.204692619,0.182321557,5.991464547,2.944438979,2.944438979,3.970291914,5.393627546,2.944438979,5.940171253,5.736572297,5.347107531,2.944438979,2.63905733,4.094344562,5.135798437,7.549609165
T,1,3.218875825,0.587786665,,5.736572297,5.347107531,0.3074847,4.262679877,0.470003629,6.173786104,2.862200881,2.862200881,4.189654742,5.480638923,2.862200881,5.966146739,5.828945618,5.669880923,3.555348061,3.555348061,4.343805422,5.247024072,7.313220387
T,1,3.258096538,0.336472237,,5.247024072,4.262679877,-1.347073648,4.007333185,0,5.393627546,2.803360381,2.803360381,2.803360381,4.406719247,2.803360381,4.86753445,4.86753445,4.700480366,2.803360381,2.803360381,2.803360381,4.290459441,5.966146739
T,1,3.36729583,0.641853886,,5.940171253,4.248495242,-0.301105093,4.204692619,0.405465108,5.991464547,3.238678452,3.238678452,5.192956851,6.194405391,3.238678452,6.29156914,6.684611728,6.152732695,4.025351691,3.238678452,3.238678452,5.703782475,7.313220387
T,1,3.17805383,0.832909123,,4.477336814,5.247024072,-0.186329578,4.700480366,0.641853886,6.086774727,4.189654742,3.314186005,6.536691598,7.740664402,4.418840608,7.244227516,8.216088099,8.38935982,5.192956851,4.110873864,4.276666119,7.090076836,8.809862805
T,1,0.615185639,0.530628251,,5.521460918,5.560681631,1.291983682,4.356708827,1.064710737,6.040254711,3.761200116,2.803360381,4.369447852,5.393627546,4.025351691,6.109247583,5.768320996,5.393627546,3.970291914,2.803360381,5.298317367,5.347107531,7.43838353
T,1,0.223143551,-0.105360516,,4.86753445,4.700480366,0,4.189654742,-0.15082289,5.247024072,3.465735903,2.674148649,4.094344562,4.941642423,2.674148649,5.669880923,5.192956851,4.605170186,3.761200116,3.465735903,5.075173815,4.941642423,7.377758908
T,1,0.438254931,0.336472237,,3.33220451,2.772588722,-2.525728644,3.713572067,-0.891598119,4.48863637,2.708050201,2.708050201,2.708050201,2.708050201,2.708050201,3.871201011,3.496507561,2.708050201,2.708050201,2.708050201,2.708050201,2.708050201,4.787491743
T,1,0.641853886,0.182321557,,3.63758616,0.223143551,-2.302585093,3.761200116,-1.386294361,4.48863637,2.833213344,2.833213344,2.833213344,2.833213344,2.833213344,2.833213344,2.833213344,2.833213344,1.098612289,2.833213344,2.833213344,2.833213344,2.833213344
T,1,0.438254931,-0.634878272,,4.510859507,3.36729583,0.385262401,2.397895273,-0.653926467,4.700480366,2.995732274,2.995732274,4.143134726,5.736572297,2.995732274,6.29156914,5.913503006,5.940171253,2.995732274,2.995732274,2.995732274,5.075173815,6.907755279
T,1,0.641853886,0.09531018,,3.63758616,0.262364264,-2.659260037,3.713572067,-0.967584026,4.521788577,2.890371758,2.890371758,2.890371758,2.890371758,2.890371758,2.890371758,2.890371758,2.890371758,2.890371758,2.890371758,2.890371758,2.890371758,2.890371758
T,1,-0.051293294,-0.820980552,,3.610917913,3.63758616,-0.261364764,3.555348061,-0.84397007,4.521788577,2.351375257,2.351375257,2.351375257,4.158883083,2.351375257,4.787491743,4.59511985,4.394449155,2.351375257,2.351375257,0.048790164,3.761200116,5.886104031
T,1,0.765467842,0.875468737,,5.192956851,5.521460918,-0.127833372,4.110873864,0.182321557,6.593044534,3.555348061,2.862200881,4.787491743,5.634789603,3.828641396,6.173786104,6.173786104,4.787491743,3.891820298,2.862200881,2.862200881,5.857933154,7.003065459
T,1,-0.223143551,0.470003629,,5.480638923,5.247024072,0.31481074,4.110873864,-0.400477567,5.799092654,3.068052935,3.068052935,4.406719247,5.598421959,3.068052935,5.736572297,5.857933154,6.345636361,3.068052935,3.068052935,3.068052935,5.480638923,7.003065459
T,1,0.371563556,0.405465108,,5.438079309,4.86753445,-0.430782916,4.077537444,-0.287682072,,2.970414466,2.970414466,3.384390263,5.669880923,2.970414466,5.703782475,6.345636361,6.429719478,2.970414466,2.970414466,2.970414466,5.298317367,7.170119543
T,1,2.833213344,-0.713349888,,4.043051268,3.526360525,-1.609437912,3.091042453,0.741937345,4.700480366,1.280933845,1.280933845,2.63905733,3.713572067,2.397895273,4.043051268,3.761200116,4.077537444,1.098612289,1.945910149,2.397895273,3.401197382,4.248495242
T,1,2.397895273,-0.713349888,,4.110873864,3.526360525,-2.040220829,3.433987204,0.641853886,4.574710979,2.302585093,1.609437912,3.258096538,4.317488114,2.48490665,4.158883083,4.17438727,5.010635294,2.397895273,2.63905733,3.258096538,3.988984047,4.86753445
F,0,2.564949357,-0.713349888,,3.970291914,3.583518938,-1.714798428,2.944438979,0.182321557,3.688879454,1.791759469,1.791759469,3.17805383,4.110873864,2.564949357,3.871201011,4.110873864,4.33073334,2.302585093,2.397895273,2.772588722,4.219507705,4.382026635
T,1,2.397895273,-0.713349888,,3.891820298,3.688879454,-2.040220829,3.36729583,0.336472237,4.543294782,1.098612289,1.115141591,2.397895273,3.526360525,1.115141591,3.433987204,3.610917913,4.356708827,1.791759469,1.115141591,1.115141591,2.63905733,4.276666119
T,1,1.945910149,-0.713349888,,4.127134385,3.583518938,-1.771956842,4.317488114,0.336472237,4.605170186,2.079441542,2.397895273,3.33220451,4.33073334,2.302585093,4.17438727,4.369447852,4.477336814,2.197224577,2.890371758,2.944438979,4.189654742,4.532599493
F,0,2.251291799,-0.713349888,,4.025351691,3.63758616,-1.609437912,3.295836866,-1.609437912,4.941642423,2.564949357,2.48490665,3.828641396,5.247024072,3.63758616,5.075173815,5.347107531,5.521460918,3.091042453,1.609437912,2.63905733,4.700480366,5.560681631
F,0,2.302585093,-0.713349888,,4.189654742,4.189654742,-0.733969175,3.713572067,-0.127833372,4.787491743,3.761200116,3.912023005,5.247024072,5.799092654,4.605170186,5.799092654,5.736572297,5.940171253,3.80666249,2.772588722,3.091042453,6.327936784,6.01615716
T,1,2.772588722,-0.713349888,,4.276666119,4.304065093,-0.494296322,3.931825633,-0.287682072,5.010635294,1.945910149,3.33220451,4.33073334,4.700480366,3.688879454,5.192956851,4.86753445,4.59511985,2.995732274,2.197224577,2.63905733,5.135798437,4.941642423
T,1,3.583518938,-0.713349888,,4.787491743,5.075173815,1.987874348,3.17805383,-0.139262067,5.521460918,5.010635294,4.564348191,6.672032945,7.313220387,6.82437367,7.863266724,7.696212639,8.03915739,5.521460918,1.945910149,4.605170186,7.863266724,8.29404964
T,1,3.044522438,-0.713349888,,4.564348191,4.477336814,0.832909123,4.17438727,0.09531018,5.135798437,2.302585093,3.465735903,4.477336814,5.768320996,4.521788577,6.040254711,5.736572297,5.438079309,3.17805383,1.791759469,2.564949357,5.438079309,6.109247583
T,1,2.48490665,-0.713349888,,4.025351691,2.890371758,-1.897119985,4.007333185,-0.776528789,4.700480366,1.30833282,1.386294361,3.258096538,3.044522438,2.890371758,3.496507561,3.401197382,3.401197382,1.791759469,1.30833282,1.30833282,3.526360525,3.465735903
T,1,2.564949357,-0.713349888,,3.988984047,3.36729583,-1.660731207,3.988984047,-0.579818495,4.86753445,1.609437912,2.079441542,2.48490665,3.091042453,2.48490665,3.850147602,2.890371758,2.772588722,2.079441542,1.791759469,1.609437912,3.912023005,3.295836866
T,1,2.397895273,-0.713349888,,4.077537444,3.465735903,-1.771956842,4.094344562,-0.733969175,4.787491743,1.435084525,1.435084525,2.079441542,2.163323026,2.197224577,3.401197382,1.945910149,1.987874348,1.435084525,1.435084525,1.435084525,3.36729583,2.48490665
T,1,2.104134154,-1.30933332,,3.80666249,0.182321557,-2.207274913,3.912023005,-0.713349888,4.574710979,2.48490665,2.48490665,2.48490665,2.48490665,2.48490665,2.48490665,2.48490665,2.48490665,2.48490665,2.48490665,2.48490665,2.48490665,2.48490665
